"","state","sex","age","race","party","n"
"3945","PA","Female","35-44","Other","Democratic",71823
"3946","PA","Female","35-44","Other","Other",24319
"3947","PA","Female","35-44","Other","Republican",34629
"3948","PA","Female","45-54","Black","Democratic",63151
"3949","PA","Female","45-54","Black","Other",2006
"3950","PA","Female","45-54","Black","Republican",1230
"3951","PA","Female","45-54","Non-Hispanic White","Democratic",207585
"3952","PA","Female","45-54","Non-Hispanic White","Other",54987
"3953","PA","Female","45-54","Non-Hispanic White","Republican",230314
"3954","PA","Female","45-54","Other","Democratic",71423
"3955","PA","Female","45-54","Other","Other",19038
"3956","PA","Female","45-54","Other","Republican",46992
"3957","PA","Female","55-64","Black","Democratic",62983
"3958","PA","Female","55-64","Black","Other",1612
"3959","PA","Female","55-64","Black","Republican",1209
"3960","PA","Female","55-64","Non-Hispanic White","Democratic",259970
"3961","PA","Female","55-64","Non-Hispanic White","Other",47568
"3962","PA","Female","55-64","Non-Hispanic White","Republican",250412
"3963","PA","Female","55-64","Other","Democratic",77048
"3964","PA","Female","55-64","Other","Other",14404
"3965","PA","Female","55-64","Other","Republican",48610
"3966","PA","Female","<25","Black","Democratic",33474
"3967","PA","Female","<25","Black","Other",3667
"3968","PA","Female","<25","Black","Republican",591
"3969","PA","Female","<25","Non-Hispanic White","Democratic",94837
"3970","PA","Female","<25","Non-Hispanic White","Other",42483
"3971","PA","Female","<25","Non-Hispanic White","Republican",75203
"3972","PA","Female","<25","Other","Democratic",44780
"3973","PA","Female","<25","Other","Other",16865
"3974","PA","Female","<25","Other","Republican",18432
"3975","PA","Female",">65","Black","Democratic",68854
"3976","PA","Female",">65","Black","Other",1094
"3977","PA","Female",">65","Black","Republican",1596
"3978","PA","Female",">65","Non-Hispanic White","Democratic",361162
"3979","PA","Female",">65","Non-Hispanic White","Other",42383
"3980","PA","Female",">65","Non-Hispanic White","Republican",356779
"3981","PA","Female",">65","Other","Democratic",104928
"3982","PA","Female",">65","Other","Other",12257
"3983","PA","Female",">65","Other","Republican",65634
"3984","PA","Male","25-34","Black","Democratic",58502
"3985","PA","Male","25-34","Black","Other",6501
"3986","PA","Male","25-34","Black","Republican",1707
"3987","PA","Male","25-34","Non-Hispanic White","Democratic",154652
"3988","PA","Male","25-34","Non-Hispanic White","Other",90966
"3989","PA","Male","25-34","Non-Hispanic White","Republican",155713
"3990","PA","Male","25-34","Other","Democratic",68854
"3991","PA","Male","25-34","Other","Other",32657
"3992","PA","Male","25-34","Other","Republican",36617
"3993","PA","Male","35-44","Black","Democratic",43014
"3994","PA","Male","35-44","Black","Other",4215
"3995","PA","Male","35-44","Black","Republican",1525
"3996","PA","Male","35-44","Non-Hispanic White","Democratic",132339
"3997","PA","Male","35-44","Non-Hispanic White","Other",74265
"3998","PA","Male","35-44","Non-Hispanic White","Republican",165297
"3999","PA","Male","35-44","Other","Democratic",56728
"4000","PA","Male","35-44","Other","Other",26458
"4001","PA","Male","35-44","Other","Republican",37204
"4002","PA","Male","45-54","Black","Democratic",50258
"4003","PA","Male","45-54","Black","Other",3202
"4004","PA","Male","45-54","Black","Republican",1479
"4005","PA","Male","45-54","Non-Hispanic White","Democratic",155830
"4006","PA","Male","45-54","Non-Hispanic White","Other",66045
"4007","PA","Male","45-54","Non-Hispanic White","Republican",246042
"4008","PA","Male","45-54","Other","Democratic",60199
"4009","PA","Male","45-54","Other","Other",22835
"4010","PA","Male","45-54","Other","Republican",52073
"4011","PA","Male","55-64","Black","Democratic",48752
"4012","PA","Male","55-64","Black","Other",2230
"4013","PA","Male","55-64","Black","Republican",1383
"4014","PA","Male","55-64","Non-Hispanic White","Democratic",198808
"4015","PA","Male","55-64","Non-Hispanic White","Other",56430
"4016","PA","Male","55-64","Non-Hispanic White","Republican",264533
"4017","PA","Male","55-64","Other","Democratic",65376
"4018","PA","Male","55-64","Other","Other",17077
"4019","PA","Male","55-64","Other","Republican",52937
"4020","PA","Male","<25","Black","Democratic",25434
"4021","PA","Male","<25","Black","Other",3793
"4022","PA","Male","<25","Black","Republican",672
"4023","PA","Male","<25","Non-Hispanic White","Democratic",72163
"4024","PA","Male","<25","Non-Hispanic White","Other",45713
"4025","PA","Male","<25","Non-Hispanic White","Republican",91161
"4026","PA","Male","<25","Other","Democratic",34073
"4027","PA","Male","<25","Other","Other",17873
"4028","PA","Male","<25","Other","Republican",22328
"4029","PA","Male",">65","Black","Democratic",41450
"4030","PA","Male",">65","Black","Other",1377
"4031","PA","Male",">65","Black","Republican",1269
"4032","PA","Male",">65","Non-Hispanic White","Democratic",255686
"4033","PA","Male",">65","Non-Hispanic White","Other",50320
"4034","PA","Male",">65","Non-Hispanic White","Republican",315365
"4035","PA","Male",">65","Other","Democratic",79778
"4036","PA","Male",">65","Other","Other",14898
"4037","PA","Male",">65","Other","Republican",60806
"4038","RI","Female","25-34","Black","Democratic",1461
"4039","RI","Female","25-34","Black","Other",358
"4040","RI","Female","25-34","Black","Republican",6
"4041","RI","Female","25-34","Non-Hispanic White","Democratic",13834
"4042","RI","Female","25-34","Non-Hispanic White","Other",20272
"4043","RI","Female","25-34","Non-Hispanic White","Republican",3364
"4044","RI","Female","25-34","Other","Democratic",9505
"4045","RI","Female","25-34","Other","Other",9269
"4046","RI","Female","25-34","Other","Republican",1120
"4047","RI","Female","35-44","Black","Democratic",1234
"4048","RI","Female","35-44","Black","Other",243
"4049","RI","Female","35-44","Black","Republican",13
"4050","RI","Female","35-44","Non-Hispanic White","Democratic",13043
"4051","RI","Female","35-44","Non-Hispanic White","Other",17259
"4052","RI","Female","35-44","Non-Hispanic White","Republican",3806
"4053","RI","Female","35-44","Other","Democratic",8455
"4054","RI","Female","35-44","Other","Other",6892
"4055","RI","Female","35-44","Other","Republican",1232
"4056","RI","Female","45-54","Black","Democratic",1156
"4057","RI","Female","45-54","Black","Other",132
"4058","RI","Female","45-54","Black","Republican",8
"4059","RI","Female","45-54","Non-Hispanic White","Democratic",17301
"4060","RI","Female","45-54","Non-Hispanic White","Other",21622
"4061","RI","Female","45-54","Non-Hispanic White","Republican",6147
"4062","RI","Female","45-54","Other","Democratic",8531
"4063","RI","Female","45-54","Other","Other",6368
"4064","RI","Female","45-54","Other","Republican",1537
"4065","RI","Female","55-64","Black","Democratic",1163
"4066","RI","Female","55-64","Black","Other",102
"4067","RI","Female","55-64","Black","Republican",5
"4068","RI","Female","55-64","Non-Hispanic White","Democratic",20063
"4069","RI","Female","55-64","Non-Hispanic White","Other",23751
"4070","RI","Female","55-64","Non-Hispanic White","Republican",6088
"4071","RI","Female","55-64","Other","Democratic",8063
"4072","RI","Female","55-64","Other","Other",5570
"4073","RI","Female","55-64","Other","Republican",1275
"4074","RI","Female","<25","Black","Democratic",692
"4075","RI","Female","<25","Black","Other",240
"4076","RI","Female","<25","Black","Republican",7
"4077","RI","Female","<25","Non-Hispanic White","Democratic",6400
"4078","RI","Female","<25","Non-Hispanic White","Other",12392
"4079","RI","Female","<25","Non-Hispanic White","Republican",1790
"4080","RI","Female","<25","Other","Democratic",5469
"4081","RI","Female","<25","Other","Other",6561
"4082","RI","Female","<25","Other","Republican",673
"4083","RI","Female",">65","Black","Democratic",974
"4084","RI","Female",">65","Black","Other",72
"4085","RI","Female",">65","Non-Hispanic White","Democratic",28509
"4086","RI","Female",">65","Non-Hispanic White","Other",30854
"4087","RI","Female",">65","Non-Hispanic White","Republican",7969
"4088","RI","Female",">65","Other","Democratic",9713
"4089","RI","Female",">65","Other","Other",6403
"4090","RI","Female",">65","Other","Republican",1504
"4091","RI","Male","25-34","Black","Democratic",1210
"4092","RI","Male","25-34","Black","Other",328
"4093","RI","Male","25-34","Black","Republican",12
"4094","RI","Male","25-34","Non-Hispanic White","Democratic",11517
"4095","RI","Male","25-34","Non-Hispanic White","Other",19838
"4096","RI","Male","25-34","Non-Hispanic White","Republican",5044
"4097","RI","Male","25-34","Other","Democratic",7483
"4098","RI","Male","25-34","Other","Other",8617
"4099","RI","Male","25-34","Other","Republican",1494
"4100","RI","Male","35-44","Black","Democratic",922
"4101","RI","Male","35-44","Black","Other",200
"4102","RI","Male","35-44","Black","Republican",8
"4103","RI","Male","35-44","Non-Hispanic White","Democratic",9640
"4104","RI","Male","35-44","Non-Hispanic White","Other",15977
"4105","RI","Male","35-44","Non-Hispanic White","Republican",4959
"4106","RI","Male","35-44","Other","Democratic",6134
"4107","RI","Male","35-44","Other","Other",6255
"4108","RI","Male","35-44","Other","Republican",1488
"4109","RI","Male","45-54","Black","Democratic",956
"4110","RI","Male","45-54","Black","Other",137
"4111","RI","Male","45-54","Black","Republican",11
"4112","RI","Male","45-54","Non-Hispanic White","Democratic",12929
"4113","RI","Male","45-54","Non-Hispanic White","Other",19282
"4114","RI","Male","45-54","Non-Hispanic White","Republican",7941
"4115","RI","Male","45-54","Other","Democratic",6577
"4116","RI","Male","45-54","Other","Other",5888
"4117","RI","Male","45-54","Other","Republican",1991
"4118","RI","Male","55-64","Black","Democratic",906
"4119","RI","Male","55-64","Black","Other",102
"4120","RI","Male","55-64","Black","Republican",8
"4121","RI","Male","55-64","Non-Hispanic White","Democratic",15477
"4122","RI","Male","55-64","Non-Hispanic White","Other",20923
"4123","RI","Male","55-64","Non-Hispanic White","Republican",7841
"4124","RI","Male","55-64","Other","Democratic",6658
"4125","RI","Male","55-64","Other","Other",5129
"4126","RI","Male","55-64","Other","Republican",1685
"4127","RI","Male","<25","Black","Democratic",590
"4128","RI","Male","<25","Black","Other",260
"4129","RI","Male","<25","Black","Republican",6
"4130","RI","Male","<25","Non-Hispanic White","Democratic",5282
"4131","RI","Male","<25","Non-Hispanic White","Other",12402
"4132","RI","Male","<25","Non-Hispanic White","Republican",2973
"4133","RI","Male","<25","Other","Democratic",4538
"4134","RI","Male","<25","Other","Other",6807
"4135","RI","Male","<25","Other","Republican",966
"4136","RI","Male",">65","Black","Democratic",702
"4137","RI","Male",">65","Black","Other",52
"4138","RI","Male",">65","Black","Republican",9
"4139","RI","Male",">65","Non-Hispanic White","Democratic",19835
"4140","RI","Male",">65","Non-Hispanic White","Other",24338
"4141","RI","Male",">65","Non-Hispanic White","Republican",8061
"4142","RI","Male",">65","Other","Democratic",7538
"4143","RI","Male",">65","Other","Other",5334
"4144","RI","Male",">65","Other","Republican",1664
"4145","SC","Female","25-34","Black","Democratic",84321
"4146","SC","Female","25-34","Black","Other",30
"4147","SC","Female","25-34","Black","Republican",1210
"4148","SC","Female","25-34","Non-Hispanic White","Democratic",56701
"4149","SC","Female","25-34","Non-Hispanic White","Other",13975
"4150","SC","Female","25-34","Non-Hispanic White","Republican",54225
"4151","SC","Female","25-34","Other","Democratic",15649
"4152","SC","Female","25-34","Other","Other",1973
"4153","SC","Female","25-34","Other","Republican",7361
"4154","SC","Female","35-44","Black","Democratic",73421
"4155","SC","Female","35-44","Black","Other",17
"4156","SC","Female","35-44","Black","Republican",1467
"4157","SC","Female","35-44","Non-Hispanic White","Democratic",35705
"4158","SC","Female","35-44","Non-Hispanic White","Other",17900
"4159","SC","Female","35-44","Non-Hispanic White","Republican",76326
"4160","SC","Female","35-44","Other","Democratic",11481
"4161","SC","Female","35-44","Other","Other",2686
"4162","SC","Female","35-44","Other","Republican",9396
"4163","SC","Female","45-54","Black","Democratic",76434
"4164","SC","Female","45-54","Black","Other",17
"4165","SC","Female","45-54","Black","Republican",1769
"4166","SC","Female","45-54","Non-Hispanic White","Democratic",24138
"4167","SC","Female","45-54","Non-Hispanic White","Other",26663
"4168","SC","Female","45-54","Non-Hispanic White","Republican",104640
"4169","SC","Female","45-54","Other","Democratic",7935
"4170","SC","Female","45-54","Other","Other",3678
"4171","SC","Female","45-54","Other","Republican",11944
"4172","SC","Female","55-64","Black","Democratic",77183
"4173","SC","Female","55-64","Black","Other",41
"4174","SC","Female","55-64","Black","Republican",1969
"4175","SC","Female","55-64","Non-Hispanic White","Democratic",31430
"4176","SC","Female","55-64","Non-Hispanic White","Other",21933
"4177","SC","Female","55-64","Non-Hispanic White","Republican",121632
"4178","SC","Female","55-64","Other","Democratic",7104
"4179","SC","Female","55-64","Other","Other",2883
"4180","SC","Female","55-64","Other","Republican",12712
"4181","SC","Female","<25","Black","Democratic",39989
"4182","SC","Female","<25","Black","Other",6
"4183","SC","Female","<25","Black","Republican",257
"4184","SC","Female","<25","Non-Hispanic White","Democratic",30541
"4185","SC","Female","<25","Non-Hispanic White","Other",4960
"4186","SC","Female","<25","Non-Hispanic White","Republican",18146
"4187","SC","Female","<25","Other","Democratic",8638
"4188","SC","Female","<25","Other","Other",714
"4189","SC","Female","<25","Other","Republican",2483
"4190","SC","Female",">65","Black","Democratic",88885
"4191","SC","Female",">65","Black","Other",37
"4192","SC","Female",">65","Black","Republican",2418
"4193","SC","Female",">65","Non-Hispanic White","Democratic",55095
"4194","SC","Female",">65","Non-Hispanic White","Other",24246
"4195","SC","Female",">65","Non-Hispanic White","Republican",194759
"4196","SC","Female",">65","Other","Democratic",8889
"4197","SC","Female",">65","Other","Other",2687
"4198","SC","Female",">65","Other","Republican",18570
"4199","SC","Male","25-34","Black","Democratic",65230
"4200","SC","Male","25-34","Black","Other",26
"4201","SC","Male","25-34","Black","Republican",1170
"4202","SC","Male","25-34","Non-Hispanic White","Democratic",21422
"4203","SC","Male","25-34","Non-Hispanic White","Other",30789
"4204","SC","Male","25-34","Non-Hispanic White","Republican",58431
"4205","SC","Male","25-34","Other","Democratic",7251
"4206","SC","Male","25-34","Other","Other",5270
"4207","SC","Male","25-34","Other","Republican",6994
"4208","SC","Male","35-44","Black","Democratic",52021
"4209","SC","Male","35-44","Black","Other",27
"4210","SC","Male","35-44","Black","Republican",1259
"4211","SC","Male","35-44","Non-Hispanic White","Democratic",17705
"4212","SC","Male","35-44","Non-Hispanic White","Other",24469
"4213","SC","Male","35-44","Non-Hispanic White","Republican",73145
"4214","SC","Male","35-44","Other","Democratic",4963
"4215","SC","Male","35-44","Other","Other",4965
"4216","SC","Male","35-44","Other","Republican",8313
"4217","SC","Male","45-54","Black","Democratic",57950
"4218","SC","Male","45-54","Black","Other",21
"4219","SC","Male","45-54","Black","Republican",1703
"4220","SC","Male","45-54","Non-Hispanic White","Democratic",19220
"4221","SC","Male","45-54","Non-Hispanic White","Other",22292
"4222","SC","Male","45-54","Non-Hispanic White","Republican",100797
"4223","SC","Male","45-54","Other","Democratic",5153
"4224","SC","Male","45-54","Other","Other",4398
"4225","SC","Male","45-54","Other","Republican",11100
"4226","SC","Male","55-64","Black","Democratic",58649
"4227","SC","Male","55-64","Black","Other",34
"4228","SC","Male","55-64","Black","Republican",1920
"4229","SC","Male","55-64","Non-Hispanic White","Democratic",22617
"4230","SC","Male","55-64","Non-Hispanic White","Other",16990
"4231","SC","Male","55-64","Non-Hispanic White","Republican",112934
"4232","SC","Male","55-64","Other","Democratic",4815
"4233","SC","Male","55-64","Other","Other",3030
"4234","SC","Male","55-64","Other","Republican",12036
"4235","SC","Male","<25","Black","Democratic",32302
"4236","SC","Male","<25","Black","Other",12
"4237","SC","Male","<25","Black","Republican",256
"4238","SC","Male","<25","Non-Hispanic White","Democratic",10740
"4239","SC","Male","<25","Non-Hispanic White","Other",11683
"4240","SC","Male","<25","Non-Hispanic White","Republican",27504
"4241","SC","Male","<25","Other","Democratic",4762
"4242","SC","Male","<25","Other","Other",1861
"4243","SC","Male","<25","Other","Republican",3631
"4244","SC","Male",">65","Black","Democratic",59069
"4245","SC","Male",">65","Black","Other",33
"4246","SC","Male",">65","Black","Republican",2082
"4247","SC","Male",">65","Non-Hispanic White","Democratic",39071
"4248","SC","Male",">65","Non-Hispanic White","Other",13687
"4249","SC","Male",">65","Non-Hispanic White","Republican",184611
"4250","SC","Male",">65","Other","Democratic",6510
"4251","SC","Male",">65","Other","Other",2341
"4252","SC","Male",">65","Other","Republican",18830
"4253","SD","Female","25-34","Black","Democratic",90
"4254","SD","Female","25-34","Black","Other",30
"4255","SD","Female","25-34","Black","Republican",5
"4256","SD","Female","25-34","Non-Hispanic White","Democratic",9590
"4257","SD","Female","25-34","Non-Hispanic White","Other",8861
"4258","SD","Female","25-34","Non-Hispanic White","Republican",11404
"4259","SD","Female","25-34","Other","Democratic",2833
"4260","SD","Female","25-34","Other","Other",2497
"4261","SD","Female","25-34","Other","Republican",2652
"4262","SD","Female","35-44","Black","Democratic",68
"4263","SD","Female","35-44","Black","Other",19
"4264","SD","Female","35-44","Black","Republican",9
"4265","SD","Female","35-44","Non-Hispanic White","Democratic",9630
"4266","SD","Female","35-44","Non-Hispanic White","Other",7368
"4267","SD","Female","35-44","Non-Hispanic White","Republican",12168
"4268","SD","Female","35-44","Other","Democratic",2525
"4269","SD","Female","35-44","Other","Other",1798
"4270","SD","Female","35-44","Other","Republican",2564
"4271","SD","Female","45-54","Black","Democratic",54
"4272","SD","Female","45-54","Black","Other",11
"4273","SD","Female","45-54","Black","Republican",9
"4274","SD","Female","45-54","Non-Hispanic White","Democratic",11096
"4275","SD","Female","45-54","Non-Hispanic White","Other",6059
"4276","SD","Female","45-54","Non-Hispanic White","Republican",15788
"4277","SD","Female","45-54","Other","Democratic",2584
"4278","SD","Female","45-54","Other","Other",1400
"4279","SD","Female","45-54","Other","Republican",2991
"4280","SD","Female","55-64","Black","Democratic",54
"4281","SD","Female","55-64","Black","Other",6
"4282","SD","Female","55-64","Black","Republican",6
"4283","SD","Female","55-64","Non-Hispanic White","Democratic",15968
"4284","SD","Female","55-64","Non-Hispanic White","Other",6276
"4285","SD","Female","55-64","Non-Hispanic White","Republican",19691
"4286","SD","Female","55-64","Other","Democratic",3361
"4287","SD","Female","55-64","Other","Other",1279
"4288","SD","Female","55-64","Other","Republican",3478
"4289","SD","Female","<25","Black","Democratic",30
"4290","SD","Female","<25","Black","Other",9
"4291","SD","Female","<25","Black","Republican",1
"4292","SD","Female","<25","Non-Hispanic White","Democratic",3152
"4293","SD","Female","<25","Non-Hispanic White","Other",3943
"4294","SD","Female","<25","Non-Hispanic White","Republican",5025
"4295","SD","Female","<25","Other","Democratic",1053
"4296","SD","Female","<25","Other","Other",1283
"4297","SD","Female","<25","Other","Republican",1259
"4298","SD","Female",">65","Black","Democratic",44
"4299","SD","Female",">65","Black","Other",8
"4300","SD","Female",">65","Black","Republican",12
"4301","SD","Female",">65","Non-Hispanic White","Democratic",22291
"4302","SD","Female",">65","Non-Hispanic White","Other",7121
"4303","SD","Female",">65","Non-Hispanic White","Republican",28499
"4304","SD","Female",">65","Other","Democratic",4504
"4305","SD","Female",">65","Other","Other",1336
"4306","SD","Female",">65","Other","Republican",4863
"4307","SD","Male","25-34","Black","Democratic",74
"4308","SD","Male","25-34","Black","Other",25
"4309","SD","Male","25-34","Black","Republican",8
"4310","SD","Male","25-34","Non-Hispanic White","Democratic",7681
"4311","SD","Male","25-34","Non-Hispanic White","Other",8660
"4312","SD","Male","25-34","Non-Hispanic White","Republican",12068
"4313","SD","Male","25-34","Other","Democratic",2127
"4314","SD","Male","25-34","Other","Other",2306
"4315","SD","Male","25-34","Other","Republican",2562
"4316","SD","Male","35-44","Black","Democratic",83
"4317","SD","Male","35-44","Black","Other",20
"4318","SD","Male","35-44","Black","Republican",8
"4319","SD","Male","35-44","Non-Hispanic White","Democratic",6896
"4320","SD","Male","35-44","Non-Hispanic White","Other",7603
"4321","SD","Male","35-44","Non-Hispanic White","Republican",12842
"4322","SD","Male","35-44","Other","Democratic",1810
"4323","SD","Male","35-44","Other","Other",1753
"4324","SD","Male","35-44","Other","Republican",2411
"4325","SD","Male","45-54","Black","Democratic",59
"4326","SD","Male","45-54","Black","Other",18
"4327","SD","Male","45-54","Black","Republican",9
"4328","SD","Male","45-54","Non-Hispanic White","Democratic",7851
"4329","SD","Male","45-54","Non-Hispanic White","Other",6346
"4330","SD","Male","45-54","Non-Hispanic White","Republican",16294
"4331","SD","Male","45-54","Other","Democratic",1831
"4332","SD","Male","45-54","Other","Other",1388
"4333","SD","Male","45-54","Other","Republican",2981
"4334","SD","Male","55-64","Black","Democratic",58
"4335","SD","Male","55-64","Black","Other",8
"4336","SD","Male","55-64","Black","Republican",9
"4337","SD","Male","55-64","Non-Hispanic White","Democratic",12011
"4338","SD","Male","55-64","Non-Hispanic White","Other",6777
"4339","SD","Male","55-64","Non-Hispanic White","Republican",20035
"4340","SD","Male","55-64","Other","Democratic",2520
"4341","SD","Male","55-64","Other","Other",1395
"4342","SD","Male","55-64","Other","Republican",3430
"4343","SD","Male","<25","Black","Democratic",28
"4344","SD","Male","<25","Black","Other",10
"4345","SD","Male","<25","Black","Republican",2
"4346","SD","Male","<25","Non-Hispanic White","Democratic",2810
"4347","SD","Male","<25","Non-Hispanic White","Other",4428
"4348","SD","Male","<25","Non-Hispanic White","Republican",6066
"4349","SD","Male","<25","Other","Democratic",834
"4350","SD","Male","<25","Other","Other",1158
"4351","SD","Male","<25","Other","Republican",1353
"4352","SD","Male",">65","Black","Democratic",44
"4353","SD","Male",">65","Black","Other",11
"4354","SD","Male",">65","Black","Republican",9
"4355","SD","Male",">65","Non-Hispanic White","Democratic",16151
"4356","SD","Male",">65","Non-Hispanic White","Other",8512
"4357","SD","Male",">65","Non-Hispanic White","Republican",26380
"4358","SD","Male",">65","Other","Democratic",3171
"4359","SD","Male",">65","Other","Other",1632
"4360","SD","Male",">65","Other","Republican",4489
"4361","TN","Female","25-34","Black","Democratic",13939
"4362","TN","Female","25-34","Black","Other",43565
"4363","TN","Female","25-34","Black","Republican",609
"4364","TN","Female","25-34","Non-Hispanic White","Democratic",22597
"4365","TN","Female","25-34","Non-Hispanic White","Other",122668
"4366","TN","Female","25-34","Non-Hispanic White","Republican",45916
"4367","TN","Female","25-34","Other","Democratic",3688
"4368","TN","Female","25-34","Other","Other",21988
"4369","TN","Female","25-34","Other","Republican",4837
"4370","TN","Female","35-44","Black","Democratic",23666
"4371","TN","Female","35-44","Black","Other",25831
"4372","TN","Female","35-44","Black","Republican",931
"4373","TN","Female","35-44","Non-Hispanic White","Democratic",30677
"4374","TN","Female","35-44","Non-Hispanic White","Other",92081
"4375","TN","Female","35-44","Non-Hispanic White","Republican",74193
"4376","TN","Female","35-44","Other","Democratic",4252
"4377","TN","Female","35-44","Other","Other",15844
"4378","TN","Female","35-44","Other","Republican",6925
"4379","TN","Female","45-54","Black","Democratic",31736
"4380","TN","Female","45-54","Black","Other",18527
"4381","TN","Female","45-54","Black","Republican",1261
"4382","TN","Female","45-54","Non-Hispanic White","Democratic",41361
"4383","TN","Female","45-54","Non-Hispanic White","Other",85533
"4384","TN","Female","45-54","Non-Hispanic White","Republican",114477
"4385","TN","Female","45-54","Other","Democratic",4786
"4386","TN","Female","45-54","Other","Other",12936
"4387","TN","Female","45-54","Other","Republican",9774
"4388","TN","Female","55-64","Black","Democratic",38014
"4389","TN","Female","55-64","Black","Other",13512
"4390","TN","Female","55-64","Black","Republican",1525
"4391","TN","Female","55-64","Non-Hispanic White","Democratic",56941
"4392","TN","Female","55-64","Non-Hispanic White","Other",69853
"4393","TN","Female","55-64","Non-Hispanic White","Republican",135936
"4394","TN","Female","55-64","Other","Democratic",5605
"4395","TN","Female","55-64","Other","Other",9066
"4396","TN","Female","55-64","Other","Republican",10643
"4397","TN","Female","<25","Black","Democratic",3126
"4398","TN","Female","<25","Black","Other",24245
"4399","TN","Female","<25","Black","Republican",177
"4400","TN","Female","<25","Non-Hispanic White","Democratic",7279
"4401","TN","Female","<25","Non-Hispanic White","Other",69021
"4402","TN","Female","<25","Non-Hispanic White","Republican",15839
"4403","TN","Female","<25","Other","Democratic",1416
"4404","TN","Female","<25","Other","Other",12792
"4405","TN","Female","<25","Other","Republican",1781
"4406","TN","Female",">65","Black","Democratic",42119
"4407","TN","Female",">65","Black","Other",8481
"4408","TN","Female",">65","Black","Republican",1510
"4409","TN","Female",">65","Non-Hispanic White","Democratic",95456
"4410","TN","Female",">65","Non-Hispanic White","Other",72028
"4411","TN","Female",">65","Non-Hispanic White","Republican",204488
"4412","TN","Female",">65","Other","Democratic",7880
"4413","TN","Female",">65","Other","Other",8041
"4414","TN","Female",">65","Other","Republican",14516
"4415","TN","Male","25-34","Black","Democratic",7083
"4416","TN","Male","25-34","Black","Other",28988
"4417","TN","Male","25-34","Black","Republican",562
"4418","TN","Male","25-34","Non-Hispanic White","Democratic",18410
"4419","TN","Male","25-34","Non-Hispanic White","Other",102616
"4420","TN","Male","25-34","Non-Hispanic White","Republican",43034
"4421","TN","Male","25-34","Other","Democratic",2602
"4422","TN","Male","25-34","Other","Other",16560
"4423","TN","Male","25-34","Other","Republican",3976
"4424","TN","Male","35-44","Black","Democratic",10773
"4425","TN","Male","35-44","Black","Other",16415
"4426","TN","Male","35-44","Black","Republican",783
"4427","TN","Male","35-44","Non-Hispanic White","Democratic",22211
"4428","TN","Male","35-44","Non-Hispanic White","Other",77733
"4429","TN","Male","35-44","Non-Hispanic White","Republican",68581
"4430","TN","Male","35-44","Other","Democratic",2823
"4431","TN","Male","35-44","Other","Other",12536
"4432","TN","Male","35-44","Other","Republican",5674
"4433","TN","Male","45-54","Black","Democratic",17001
"4434","TN","Male","45-54","Black","Other",14008
"4435","TN","Male","45-54","Black","Republican",1149
"4436","TN","Male","45-54","Non-Hispanic White","Democratic",29778
"4437","TN","Male","45-54","Non-Hispanic White","Other",75771
"4438","TN","Male","45-54","Non-Hispanic White","Republican",111368
"4439","TN","Male","45-54","Other","Democratic",3367
"4440","TN","Male","45-54","Other","Other",12034
"4441","TN","Male","45-54","Other","Republican",9023
"4442","TN","Male","55-64","Black","Democratic",22064
"4443","TN","Male","55-64","Black","Other",11724
"4444","TN","Male","55-64","Black","Republican",1396
"4445","TN","Male","55-64","Non-Hispanic White","Democratic",41492
"4446","TN","Male","55-64","Non-Hispanic White","Other",59776
"4447","TN","Male","55-64","Non-Hispanic White","Republican",129902
"4448","TN","Male","55-64","Other","Democratic",4115
"4449","TN","Male","55-64","Other","Other",8690
"4450","TN","Male","55-64","Other","Republican",10217
"4451","TN","Male","<25","Black","Democratic",1860
"4452","TN","Male","<25","Black","Other",18196
"4453","TN","Male","<25","Black","Republican",137
"4454","TN","Male","<25","Non-Hispanic White","Democratic",6036
"4455","TN","Male","<25","Non-Hispanic White","Other",63750
"4456","TN","Male","<25","Non-Hispanic White","Republican",16349
"4457","TN","Male","<25","Other","Democratic",987
"4458","TN","Male","<25","Other","Other",10728
"4459","TN","Male","<25","Other","Republican",1570
"4460","TN","Male",">65","Black","Democratic",24010
"4461","TN","Male",">65","Black","Other",6240
"4462","TN","Male",">65","Black","Republican",1420
"4463","TN","Male",">65","Non-Hispanic White","Democratic",69544
"4464","TN","Male",">65","Non-Hispanic White","Other",52995
"4465","TN","Male",">65","Non-Hispanic White","Republican",191771
"4466","TN","Male",">65","Other","Democratic",6070
"4467","TN","Male",">65","Other","Other",6734
"4468","TN","Male",">65","Other","Republican",14251
"4469","TX","Female","25-34","Black","Democratic",105515
"4470","TX","Female","25-34","Black","Other",10
"4471","TX","Female","25-34","Black","Republican",776
"4472","TX","Female","25-34","Non-Hispanic White","Democratic",115753
"4473","TX","Female","25-34","Non-Hispanic White","Other",159639
"4474","TX","Female","25-34","Non-Hispanic White","Republican",220914
"4475","TX","Female","25-34","Other","Democratic",364528
"4476","TX","Female","25-34","Other","Other",44964
"4477","TX","Female","25-34","Other","Republican",64636
"4478","TX","Female","35-44","Black","Democratic",108918
"4479","TX","Female","35-44","Black","Other",5
"4480","TX","Female","35-44","Black","Republican",1107
"4481","TX","Female","35-44","Non-Hispanic White","Democratic",105476
"4482","TX","Female","35-44","Non-Hispanic White","Other",135759
"4483","TX","Female","35-44","Non-Hispanic White","Republican",273591
"4484","TX","Female","35-44","Other","Democratic",332703
"4485","TX","Female","35-44","Other","Other",46412
