"","sex","age","race","party","district","state","n"
"37482","Female",">65","Non-Hispanic White","Other",7,"SC",4477
"37483","Female",">65","Non-Hispanic White","Republican",1,"SC",32599
"37484","Female",">65","Non-Hispanic White","Republican",2,"SC",28896
"37485","Female",">65","Non-Hispanic White","Republican",3,"SC",31298
"37486","Female",">65","Non-Hispanic White","Republican",4,"SC",29503
"37487","Female",">65","Non-Hispanic White","Republican",5,"SC",26274
"37488","Female",">65","Non-Hispanic White","Republican",6,"SC",14202
"37489","Female",">65","Non-Hispanic White","Republican",7,"SC",31987
"37490","Female",">65","Other","Democratic",1,"SC",2159
"37491","Female",">65","Other","Democratic",2,"SC",1188
"37492","Female",">65","Other","Democratic",3,"SC",877
"37493","Female",">65","Other","Democratic",4,"SC",1283
"37494","Female",">65","Other","Democratic",5,"SC",1092
"37495","Female",">65","Other","Democratic",6,"SC",719
"37496","Female",">65","Other","Democratic",7,"SC",1571
"37497","Female",">65","Other","Other",1,"SC",640
"37498","Female",">65","Other","Other",2,"SC",406
"37499","Female",">65","Other","Other",3,"SC",308
"37500","Female",">65","Other","Other",4,"SC",355
"37501","Female",">65","Other","Other",5,"SC",336
"37502","Female",">65","Other","Other",6,"SC",140
"37503","Female",">65","Other","Other",7,"SC",502
"37504","Female",">65","Other","Republican",1,"SC",4394
"37505","Female",">65","Other","Republican",2,"SC",2833
"37506","Female",">65","Other","Republican",3,"SC",2112
"37507","Female",">65","Other","Republican",4,"SC",2425
"37508","Female",">65","Other","Republican",5,"SC",2068
"37509","Female",">65","Other","Republican",6,"SC",1508
"37510","Female",">65","Other","Republican",7,"SC",3230
"37511","Male","25-34","Black","Democratic",1,"SC",6897
"37512","Male","25-34","Black","Democratic",2,"SC",7616
"37513","Male","25-34","Black","Democratic",3,"SC",5135
"37514","Male","25-34","Black","Democratic",4,"SC",6078
"37515","Male","25-34","Black","Democratic",5,"SC",8980
"37516","Male","25-34","Black","Democratic",6,"SC",20978
"37517","Male","25-34","Black","Democratic",7,"SC",9546
"37518","Male","25-34","Black","Other",2,"SC",2
"37519","Male","25-34","Black","Other",3,"SC",2
"37520","Male","25-34","Black","Other",4,"SC",2
"37521","Male","25-34","Black","Other",5,"SC",6
"37522","Male","25-34","Black","Other",6,"SC",8
"37523","Male","25-34","Black","Other",7,"SC",6
"37524","Male","25-34","Black","Republican",1,"SC",162
"37525","Male","25-34","Black","Republican",2,"SC",163
"37526","Male","25-34","Black","Republican",3,"SC",112
"37527","Male","25-34","Black","Republican",4,"SC",165
"37528","Male","25-34","Black","Republican",5,"SC",117
"37529","Male","25-34","Black","Republican",6,"SC",293
"37530","Male","25-34","Black","Republican",7,"SC",158
"37531","Male","25-34","Non-Hispanic White","Democratic",1,"SC",3636
"37532","Male","25-34","Non-Hispanic White","Democratic",2,"SC",3259
"37533","Male","25-34","Non-Hispanic White","Democratic",3,"SC",3057
"37534","Male","25-34","Non-Hispanic White","Democratic",4,"SC",4241
"37535","Male","25-34","Non-Hispanic White","Democratic",5,"SC",2615
"37536","Male","25-34","Non-Hispanic White","Democratic",6,"SC",2311
"37537","Male","25-34","Non-Hispanic White","Democratic",7,"SC",2303
"37538","Male","25-34","Non-Hispanic White","Other",1,"SC",6995
"37539","Male","25-34","Non-Hispanic White","Other",2,"SC",4535
"37540","Male","25-34","Non-Hispanic White","Other",3,"SC",4509
"37541","Male","25-34","Non-Hispanic White","Other",4,"SC",4155
"37542","Male","25-34","Non-Hispanic White","Other",5,"SC",3706
"37543","Male","25-34","Non-Hispanic White","Other",6,"SC",2489
"37544","Male","25-34","Non-Hispanic White","Other",7,"SC",4400
"37545","Male","25-34","Non-Hispanic White","Republican",1,"SC",9591
"37546","Male","25-34","Non-Hispanic White","Republican",2,"SC",9703
"37547","Male","25-34","Non-Hispanic White","Republican",3,"SC",9064
"37548","Male","25-34","Non-Hispanic White","Republican",4,"SC",10107
"37549","Male","25-34","Non-Hispanic White","Republican",5,"SC",8759
"37550","Male","25-34","Non-Hispanic White","Republican",6,"SC",4364
"37551","Male","25-34","Non-Hispanic White","Republican",7,"SC",6843
"37552","Male","25-34","Other","Democratic",1,"SC",1421
"37553","Male","25-34","Other","Democratic",2,"SC",1164
"37554","Male","25-34","Other","Democratic",3,"SC",729
"37555","Male","25-34","Other","Democratic",4,"SC",1510
"37556","Male","25-34","Other","Democratic",5,"SC",762
"37557","Male","25-34","Other","Democratic",6,"SC",932
"37558","Male","25-34","Other","Democratic",7,"SC",733
"37559","Male","25-34","Other","Other",1,"SC",1356
"37560","Male","25-34","Other","Other",2,"SC",752
"37561","Male","25-34","Other","Other",3,"SC",538
"37562","Male","25-34","Other","Other",4,"SC",798
"37563","Male","25-34","Other","Other",5,"SC",544
"37564","Male","25-34","Other","Other",6,"SC",521
"37565","Male","25-34","Other","Other",7,"SC",761
"37566","Male","25-34","Other","Republican",1,"SC",1435
"37567","Male","25-34","Other","Republican",2,"SC",1169
"37568","Male","25-34","Other","Republican",3,"SC",780
"37569","Male","25-34","Other","Republican",4,"SC",1265
"37570","Male","25-34","Other","Republican",5,"SC",954
"37571","Male","25-34","Other","Republican",6,"SC",610
"37572","Male","25-34","Other","Republican",7,"SC",781
"37573","Male","35-44","Black","Democratic",1,"SC",5329
"37574","Male","35-44","Black","Democratic",2,"SC",6964
"37575","Male","35-44","Black","Democratic",3,"SC",4442
"37576","Male","35-44","Black","Democratic",4,"SC",4986
"37577","Male","35-44","Black","Democratic",5,"SC",7638
"37578","Male","35-44","Black","Democratic",6,"SC",14701
"37579","Male","35-44","Black","Democratic",7,"SC",7961
"37580","Male","35-44","Black","Other",1,"SC",3
"37581","Male","35-44","Black","Other",2,"SC",2
"37582","Male","35-44","Black","Other",3,"SC",1
"37583","Male","35-44","Black","Other",4,"SC",9
"37584","Male","35-44","Black","Other",5,"SC",4
"37585","Male","35-44","Black","Other",6,"SC",6
"37586","Male","35-44","Black","Other",7,"SC",2
"37587","Male","35-44","Black","Republican",1,"SC",185
"37588","Male","35-44","Black","Republican",2,"SC",207
"37589","Male","35-44","Black","Republican",3,"SC",152
"37590","Male","35-44","Black","Republican",4,"SC",193
"37591","Male","35-44","Black","Republican",5,"SC",149
"37592","Male","35-44","Black","Republican",6,"SC",222
"37593","Male","35-44","Black","Republican",7,"SC",151
"37594","Male","35-44","Non-Hispanic White","Democratic",1,"SC",3444
"37595","Male","35-44","Non-Hispanic White","Democratic",2,"SC",2474
"37596","Male","35-44","Non-Hispanic White","Democratic",3,"SC",2341
"37597","Male","35-44","Non-Hispanic White","Democratic",4,"SC",3176
"37598","Male","35-44","Non-Hispanic White","Democratic",5,"SC",2391
"37599","Male","35-44","Non-Hispanic White","Democratic",6,"SC",1725
"37600","Male","35-44","Non-Hispanic White","Democratic",7,"SC",2154
"37601","Male","35-44","Non-Hispanic White","Other",1,"SC",5712
"37602","Male","35-44","Non-Hispanic White","Other",2,"SC",3848
"37603","Male","35-44","Non-Hispanic White","Other",3,"SC",3398
"37604","Male","35-44","Non-Hispanic White","Other",4,"SC",3337
"37605","Male","35-44","Non-Hispanic White","Other",5,"SC",3234
"37606","Male","35-44","Non-Hispanic White","Other",6,"SC",1558
"37607","Male","35-44","Non-Hispanic White","Other",7,"SC",3382
"37608","Male","35-44","Non-Hispanic White","Republican",1,"SC",12518
"37609","Male","35-44","Non-Hispanic White","Republican",2,"SC",11478
"37610","Male","35-44","Non-Hispanic White","Republican",3,"SC",11335
"37611","Male","35-44","Non-Hispanic White","Republican",4,"SC",12237
"37612","Male","35-44","Non-Hispanic White","Republican",5,"SC",11870
"37613","Male","35-44","Non-Hispanic White","Republican",6,"SC",4499
"37614","Male","35-44","Non-Hispanic White","Republican",7,"SC",9208
"37615","Male","35-44","Other","Democratic",1,"SC",1000
"37616","Male","35-44","Other","Democratic",2,"SC",767
"37617","Male","35-44","Other","Democratic",3,"SC",461
"37618","Male","35-44","Other","Democratic",4,"SC",984
"37619","Male","35-44","Other","Democratic",5,"SC",630
"37620","Male","35-44","Other","Democratic",6,"SC",585
"37621","Male","35-44","Other","Democratic",7,"SC",536
"37622","Male","35-44","Other","Other",1,"SC",1340
"37623","Male","35-44","Other","Other",2,"SC",740
"37624","Male","35-44","Other","Other",3,"SC",470
"37625","Male","35-44","Other","Other",4,"SC",799
"37626","Male","35-44","Other","Other",5,"SC",609
"37627","Male","35-44","Other","Other",6,"SC",321
"37628","Male","35-44","Other","Other",7,"SC",686
"37629","Male","35-44","Other","Republican",1,"SC",1880
"37630","Male","35-44","Other","Republican",2,"SC",1312
"37631","Male","35-44","Other","Republican",3,"SC",876
"37632","Male","35-44","Other","Republican",4,"SC",1463
"37633","Male","35-44","Other","Republican",5,"SC",1224
"37634","Male","35-44","Other","Republican",6,"SC",594
"37635","Male","35-44","Other","Republican",7,"SC",964
"37636","Male","45-54","Black","Democratic",1,"SC",5763
"37637","Male","45-54","Black","Democratic",2,"SC",7504
"37638","Male","45-54","Black","Democratic",3,"SC",5267
"37639","Male","45-54","Black","Democratic",4,"SC",5948
"37640","Male","45-54","Black","Democratic",5,"SC",8616
"37641","Male","45-54","Black","Democratic",6,"SC",16332
"37642","Male","45-54","Black","Democratic",7,"SC",8520
"37643","Male","45-54","Black","Other",1,"SC",1
"37644","Male","45-54","Black","Other",2,"SC",5
"37645","Male","45-54","Black","Other",3,"SC",2
"37646","Male","45-54","Black","Other",4,"SC",2
"37647","Male","45-54","Black","Other",5,"SC",7
"37648","Male","45-54","Black","Other",6,"SC",3
"37649","Male","45-54","Black","Other",7,"SC",1
"37650","Male","45-54","Black","Republican",1,"SC",338
"37651","Male","45-54","Black","Republican",2,"SC",239
"37652","Male","45-54","Black","Republican",3,"SC",169
"37653","Male","45-54","Black","Republican",4,"SC",251
"37654","Male","45-54","Black","Republican",5,"SC",206
"37655","Male","45-54","Black","Republican",6,"SC",326
"37656","Male","45-54","Black","Republican",7,"SC",174
"37657","Male","45-54","Non-Hispanic White","Democratic",1,"SC",2961
"37658","Male","45-54","Non-Hispanic White","Democratic",2,"SC",2699
"37659","Male","45-54","Non-Hispanic White","Democratic",3,"SC",2700
"37660","Male","45-54","Non-Hispanic White","Democratic",4,"SC",3243
"37661","Male","45-54","Non-Hispanic White","Democratic",5,"SC",2943
"37662","Male","45-54","Non-Hispanic White","Democratic",6,"SC",1749
"37663","Male","45-54","Non-Hispanic White","Democratic",7,"SC",2925
"37664","Male","45-54","Non-Hispanic White","Other",1,"SC",4351
"37665","Male","45-54","Non-Hispanic White","Other",2,"SC",3458
"37666","Male","45-54","Non-Hispanic White","Other",3,"SC",3420
"37667","Male","45-54","Non-Hispanic White","Other",4,"SC",3169
"37668","Male","45-54","Non-Hispanic White","Other",5,"SC",3247
"37669","Male","45-54","Non-Hispanic White","Other",6,"SC",1248
"37670","Male","45-54","Non-Hispanic White","Other",7,"SC",3398
"37671","Male","45-54","Non-Hispanic White","Other",NA,"SC",1
"37672","Male","45-54","Non-Hispanic White","Republican",1,"SC",15910
"37673","Male","45-54","Non-Hispanic White","Republican",2,"SC",16243
"37674","Male","45-54","Non-Hispanic White","Republican",3,"SC",16522
"37675","Male","45-54","Non-Hispanic White","Republican",4,"SC",16750
"37676","Male","45-54","Non-Hispanic White","Republican",5,"SC",16377
"37677","Male","45-54","Non-Hispanic White","Republican",6,"SC",6241
"37678","Male","45-54","Non-Hispanic White","Republican",7,"SC",12754
"37679","Male","45-54","Other","Democratic",1,"SC",961
"37680","Male","45-54","Other","Democratic",2,"SC",847
"37681","Male","45-54","Other","Democratic",3,"SC",522
"37682","Male","45-54","Other","Democratic",4,"SC",1058
"37683","Male","45-54","Other","Democratic",5,"SC",667
"37684","Male","45-54","Other","Democratic",6,"SC",496
"37685","Male","45-54","Other","Democratic",7,"SC",602
"37686","Male","45-54","Other","Other",1,"SC",1029
"37687","Male","45-54","Other","Other",2,"SC",658
"37688","Male","45-54","Other","Other",3,"SC",472
"37689","Male","45-54","Other","Other",4,"SC",799
"37690","Male","45-54","Other","Other",5,"SC",547
"37691","Male","45-54","Other","Other",6,"SC",248
"37692","Male","45-54","Other","Other",7,"SC",645
"37693","Male","45-54","Other","Republican",1,"SC",2211
"37694","Male","45-54","Other","Republican",2,"SC",1815
"37695","Male","45-54","Other","Republican",3,"SC",1246
"37696","Male","45-54","Other","Republican",4,"SC",1985
"37697","Male","45-54","Other","Republican",5,"SC",1634
"37698","Male","45-54","Other","Republican",6,"SC",803
"37699","Male","45-54","Other","Republican",7,"SC",1406
"37700","Male","55-64","Black","Democratic",1,"SC",5856
"37701","Male","55-64","Black","Democratic",2,"SC",6740
"37702","Male","55-64","Black","Democratic",3,"SC",5073
"37703","Male","55-64","Black","Democratic",4,"SC",5236
"37704","Male","55-64","Black","Democratic",5,"SC",8530
"37705","Male","55-64","Black","Democratic",6,"SC",18294
"37706","Male","55-64","Black","Democratic",7,"SC",8920
"37707","Male","55-64","Black","Other",1,"SC",5
"37708","Male","55-64","Black","Other",2,"SC",6
"37709","Male","55-64","Black","Other",3,"SC",5
"37710","Male","55-64","Black","Other",4,"SC",2
"37711","Male","55-64","Black","Other",5,"SC",4
"37712","Male","55-64","Black","Other",6,"SC",8
"37713","Male","55-64","Black","Other",7,"SC",4
"37714","Male","55-64","Black","Republican",1,"SC",440
"37715","Male","55-64","Black","Republican",2,"SC",227
"37716","Male","55-64","Black","Republican",3,"SC",180
"37717","Male","55-64","Black","Republican",4,"SC",229
"37718","Male","55-64","Black","Republican",5,"SC",236
"37719","Male","55-64","Black","Republican",6,"SC",389
"37720","Male","55-64","Black","Republican",7,"SC",219
"37721","Male","55-64","Non-Hispanic White","Democratic",1,"SC",3349
"37722","Male","55-64","Non-Hispanic White","Democratic",2,"SC",3119
"37723","Male","55-64","Non-Hispanic White","Democratic",3,"SC",3370
"37724","Male","55-64","Non-Hispanic White","Democratic",4,"SC",3529
"37725","Male","55-64","Non-Hispanic White","Democratic",5,"SC",3414
"37726","Male","55-64","Non-Hispanic White","Democratic",6,"SC",2058
"37727","Male","55-64","Non-Hispanic White","Democratic",7,"SC",3778
"37728","Male","55-64","Non-Hispanic White","Other",1,"SC",3199
"37729","Male","55-64","Non-Hispanic White","Other",2,"SC",2597
"37730","Male","55-64","Non-Hispanic White","Other",3,"SC",2652
"37731","Male","55-64","Non-Hispanic White","Other",4,"SC",2167
"37732","Male","55-64","Non-Hispanic White","Other",5,"SC",2420
"37733","Male","55-64","Non-Hispanic White","Other",6,"SC",1062
"37734","Male","55-64","Non-Hispanic White","Other",7,"SC",2893
"37735","Male","55-64","Non-Hispanic White","Republican",1,"SC",17631
"37736","Male","55-64","Non-Hispanic White","Republican",2,"SC",18431
"37737","Male","55-64","Non-Hispanic White","Republican",3,"SC",18552
"37738","Male","55-64","Non-Hispanic White","Republican",4,"SC",17964
"37739","Male","55-64","Non-Hispanic White","Republican",5,"SC",16868
"37740","Male","55-64","Non-Hispanic White","Republican",6,"SC",7732
"37741","Male","55-64","Non-Hispanic White","Republican",7,"SC",15756
"37742","Male","55-64","Other","Democratic",1,"SC",902
"37743","Male","55-64","Other","Democratic",2,"SC",762
"37744","Male","55-64","Other","Democratic",3,"SC",527
"37745","Male","55-64","Other","Democratic",4,"SC",946
"37746","Male","55-64","Other","Democratic",5,"SC",549
"37747","Male","55-64","Other","Democratic",6,"SC",501
"37748","Male","55-64","Other","Democratic",7,"SC",628
"37749","Male","55-64","Other","Other",1,"SC",657
"37750","Male","55-64","Other","Other",2,"SC",463
"37751","Male","55-64","Other","Other",3,"SC",344
"37752","Male","55-64","Other","Other",4,"SC",493
"37753","Male","55-64","Other","Other",5,"SC",346
"37754","Male","55-64","Other","Other",6,"SC",195
"37755","Male","55-64","Other","Other",7,"SC",532
"37756","Male","55-64","Other","Republican",1,"SC",2485
"37757","Male","55-64","Other","Republican",2,"SC",2009
"37758","Male","55-64","Other","Republican",3,"SC",1539
"37759","Male","55-64","Other","Republican",4,"SC",1801
"37760","Male","55-64","Other","Republican",5,"SC",1493
"37761","Male","55-64","Other","Republican",6,"SC",939
"37762","Male","55-64","Other","Republican",7,"SC",1770
"37763","Male","<25","Black","Democratic",1,"SC",3152
"37764","Male","<25","Black","Democratic",2,"SC",4203
"37765","Male","<25","Black","Democratic",3,"SC",2593
"37766","Male","<25","Black","Democratic",4,"SC",2884
"37767","Male","<25","Black","Democratic",5,"SC",4342
"37768","Male","<25","Black","Democratic",6,"SC",10197
"37769","Male","<25","Black","Democratic",7,"SC",4931
"37770","Male","<25","Black","Other",1,"SC",1
"37771","Male","<25","Black","Other",2,"SC",1
"37772","Male","<25","Black","Other",3,"SC",1
"37773","Male","<25","Black","Other",4,"SC",1
"37774","Male","<25","Black","Other",5,"SC",3
"37775","Male","<25","Black","Other",6,"SC",2
"37776","Male","<25","Black","Other",7,"SC",3
"37777","Male","<25","Black","Republican",1,"SC",35
"37778","Male","<25","Black","Republican",2,"SC",37
"37779","Male","<25","Black","Republican",3,"SC",29
"37780","Male","<25","Black","Republican",4,"SC",34
"37781","Male","<25","Black","Republican",5,"SC",25
"37782","Male","<25","Black","Republican",6,"SC",54
"37783","Male","<25","Black","Republican",7,"SC",42
"37784","Male","<25","Non-Hispanic White","Democratic",1,"SC",1505
"37785","Male","<25","Non-Hispanic White","Democratic",2,"SC",1636
"37786","Male","<25","Non-Hispanic White","Democratic",3,"SC",1782
"37787","Male","<25","Non-Hispanic White","Democratic",4,"SC",2222
"37788","Male","<25","Non-Hispanic White","Democratic",5,"SC",1530
"37789","Male","<25","Non-Hispanic White","Democratic",6,"SC",868
"37790","Male","<25","Non-Hispanic White","Democratic",7,"SC",1197
"37791","Male","<25","Non-Hispanic White","Other",1,"SC",2075
"37792","Male","<25","Non-Hispanic White","Other",2,"SC",1580
"37793","Male","<25","Non-Hispanic White","Other",3,"SC",2201
"37794","Male","<25","Non-Hispanic White","Other",4,"SC",1451
"37795","Male","<25","Non-Hispanic White","Other",5,"SC",1604
"37796","Male","<25","Non-Hispanic White","Other",6,"SC",1053
"37797","Male","<25","Non-Hispanic White","Other",7,"SC",1719
"37798","Male","<25","Non-Hispanic White","Republican",1,"SC",3920
"37799","Male","<25","Non-Hispanic White","Republican",2,"SC",4606
"37800","Male","<25","Non-Hispanic White","Republican",3,"SC",4741
"37801","Male","<25","Non-Hispanic White","Republican",4,"SC",4871
"37802","Male","<25","Non-Hispanic White","Republican",5,"SC",4295
"37803","Male","<25","Non-Hispanic White","Republican",6,"SC",1834
"37804","Male","<25","Non-Hispanic White","Republican",7,"SC",3237
"37805","Male","<25","Other","Democratic",1,"SC",885
"37806","Male","<25","Other","Democratic",2,"SC",654
"37807","Male","<25","Other","Democratic",3,"SC",653
"37808","Male","<25","Other","Democratic",4,"SC",1082
"37809","Male","<25","Other","Democratic",5,"SC",555
"37810","Male","<25","Other","Democratic",6,"SC",488
"37811","Male","<25","Other","Democratic",7,"SC",445
"37812","Male","<25","Other","Other",1,"SC",384
"37813","Male","<25","Other","Other",2,"SC",264
"37814","Male","<25","Other","Other",3,"SC",273
"37815","Male","<25","Other","Other",4,"SC",288
"37816","Male","<25","Other","Other",5,"SC",208
"37817","Male","<25","Other","Other",6,"SC",182
"37818","Male","<25","Other","Other",7,"SC",262
"37819","Male","<25","Other","Republican",1,"SC",689
"37820","Male","<25","Other","Republican",2,"SC",634
"37821","Male","<25","Other","Republican",3,"SC",479
"37822","Male","<25","Other","Republican",4,"SC",656
"37823","Male","<25","Other","Republican",5,"SC",507
"37824","Male","<25","Other","Republican",6,"SC",238
"37825","Male","<25","Other","Republican",7,"SC",428
"37826","Male",">65","Black","Democratic",1,"SC",6255
"37827","Male",">65","Black","Democratic",2,"SC",5501
"37828","Male",">65","Black","Democratic",3,"SC",5563
"37829","Male",">65","Black","Democratic",4,"SC",4751
"37830","Male",">65","Black","Democratic",5,"SC",8293
"37831","Male",">65","Black","Democratic",6,"SC",19348
"37832","Male",">65","Black","Democratic",7,"SC",9358
"37833","Male",">65","Black","Other",1,"SC",6
"37834","Male",">65","Black","Other",2,"SC",5
"37835","Male",">65","Black","Other",3,"SC",2
"37836","Male",">65","Black","Other",4,"SC",5
"37837","Male",">65","Black","Other",5,"SC",6
"37838","Male",">65","Black","Other",6,"SC",7
"37839","Male",">65","Black","Other",7,"SC",2
"37840","Male",">65","Black","Republican",1,"SC",629
"37841","Male",">65","Black","Republican",2,"SC",194
"37842","Male",">65","Black","Republican",3,"SC",191
"37843","Male",">65","Black","Republican",4,"SC",171
"37844","Male",">65","Black","Republican",5,"SC",206
"37845","Male",">65","Black","Republican",6,"SC",439
"37846","Male",">65","Black","Republican",7,"SC",252
"37847","Male",">65","Non-Hispanic White","Democratic",1,"SC",6390
"37848","Male",">65","Non-Hispanic White","Democratic",2,"SC",4680
"37849","Male",">65","Non-Hispanic White","Democratic",3,"SC",5926
"37850","Male",">65","Non-Hispanic White","Democratic",4,"SC",5274
"37851","Male",">65","Non-Hispanic White","Democratic",5,"SC",5946
"37852","Male",">65","Non-Hispanic White","Democratic",6,"SC",3166
"37853","Male",">65","Non-Hispanic White","Democratic",7,"SC",7689
"37854","Male",">65","Non-Hispanic White","Other",1,"SC",2536
"37855","Male",">65","Non-Hispanic White","Other",2,"SC",1915
"37856","Male",">65","Non-Hispanic White","Other",3,"SC",2155
"37857","Male",">65","Non-Hispanic White","Other",4,"SC",1627
"37858","Male",">65","Non-Hispanic White","Other",5,"SC",1787
"37859","Male",">65","Non-Hispanic White","Other",6,"SC",780
"37860","Male",">65","Non-Hispanic White","Other",7,"SC",2887
"37861","Male",">65","Non-Hispanic White","Republican",1,"SC",31959
"37862","Male",">65","Non-Hispanic White","Republican",2,"SC",26798
"37863","Male",">65","Non-Hispanic White","Republican",3,"SC",30165
"37864","Male",">65","Non-Hispanic White","Republican",4,"SC",26655
"37865","Male",">65","Non-Hispanic White","Republican",5,"SC",24990
"37866","Male",">65","Non-Hispanic White","Republican",6,"SC",13131
"37867","Male",">65","Non-Hispanic White","Republican",7,"SC",30913
"37868","Male",">65","Other","Democratic",1,"SC",1505
"37869","Male",">65","Other","Democratic",2,"SC",876
"37870","Male",">65","Other","Democratic",3,"SC",653
"37871","Male",">65","Other","Democratic",4,"SC",966
"37872","Male",">65","Other","Democratic",5,"SC",745
"37873","Male",">65","Other","Democratic",6,"SC",600
"37874","Male",">65","Other","Democratic",7,"SC",1165
"37875","Male",">65","Other","Other",1,"SC",519
"37876","Male",">65","Other","Other",2,"SC",329
"37877","Male",">65","Other","Other",3,"SC",264
"37878","Male",">65","Other","Other",4,"SC",362
"37879","Male",">65","Other","Other",5,"SC",241
"37880","Male",">65","Other","Other",6,"SC",144
"37881","Male",">65","Other","Other",7,"SC",482
"37882","Male",">65","Other","Republican",1,"SC",4444
"37883","Male",">65","Other","Republican",2,"SC",2878
"37884","Male",">65","Other","Republican",3,"SC",2126
"37885","Male",">65","Other","Republican",4,"SC",2363
"37886","Male",">65","Other","Republican",5,"SC",2164
"37887","Male",">65","Other","Republican",6,"SC",1476
"37888","Male",">65","Other","Republican",7,"SC",3379
"37889","Female","25-34","Black","Democratic",1,"SD",90
"37890","Female","25-34","Black","Other",1,"SD",30
"37891","Female","25-34","Black","Republican",1,"SD",5
"37892","Female","25-34","Non-Hispanic White","Democratic",1,"SD",9590
"37893","Female","25-34","Non-Hispanic White","Other",1,"SD",8861
"37894","Female","25-34","Non-Hispanic White","Republican",1,"SD",11404
"37895","Female","25-34","Other","Democratic",1,"SD",2833
"37896","Female","25-34","Other","Other",1,"SD",2497
"37897","Female","25-34","Other","Republican",1,"SD",2652
"37898","Female","35-44","Black","Democratic",1,"SD",68
"37899","Female","35-44","Black","Other",1,"SD",19
"37900","Female","35-44","Black","Republican",1,"SD",9
"37901","Female","35-44","Non-Hispanic White","Democratic",1,"SD",9630
"37902","Female","35-44","Non-Hispanic White","Other",1,"SD",7368
"37903","Female","35-44","Non-Hispanic White","Republican",1,"SD",12168
"37904","Female","35-44","Other","Democratic",1,"SD",2525
"37905","Female","35-44","Other","Other",1,"SD",1798
"37906","Female","35-44","Other","Republican",1,"SD",2564
"37907","Female","45-54","Black","Democratic",1,"SD",54
"37908","Female","45-54","Black","Other",1,"SD",11
"37909","Female","45-54","Black","Republican",1,"SD",9
"37910","Female","45-54","Non-Hispanic White","Democratic",1,"SD",11096
"37911","Female","45-54","Non-Hispanic White","Other",1,"SD",6059
"37912","Female","45-54","Non-Hispanic White","Republican",1,"SD",15788
"37913","Female","45-54","Other","Democratic",1,"SD",2584
"37914","Female","45-54","Other","Other",1,"SD",1400
"37915","Female","45-54","Other","Republican",1,"SD",2991
"37916","Female","55-64","Black","Democratic",1,"SD",54
"37917","Female","55-64","Black","Other",1,"SD",6
"37918","Female","55-64","Black","Republican",1,"SD",6
"37919","Female","55-64","Non-Hispanic White","Democratic",1,"SD",15968
"37920","Female","55-64","Non-Hispanic White","Other",1,"SD",6276
"37921","Female","55-64","Non-Hispanic White","Republican",1,"SD",19691
"37922","Female","55-64","Other","Democratic",1,"SD",3361
"37923","Female","55-64","Other","Other",1,"SD",1279
"37924","Female","55-64","Other","Republican",1,"SD",3478
"37925","Female","<25","Black","Democratic",1,"SD",30
"37926","Female","<25","Black","Other",1,"SD",9
"37927","Female","<25","Black","Republican",1,"SD",1
"37928","Female","<25","Non-Hispanic White","Democratic",1,"SD",3152
"37929","Female","<25","Non-Hispanic White","Other",1,"SD",3943
"37930","Female","<25","Non-Hispanic White","Republican",1,"SD",5025
"37931","Female","<25","Other","Democratic",1,"SD",1053
"37932","Female","<25","Other","Other",1,"SD",1283
"37933","Female","<25","Other","Republican",1,"SD",1259
"37934","Female",">65","Black","Democratic",1,"SD",44
"37935","Female",">65","Black","Other",1,"SD",8
"37936","Female",">65","Black","Republican",1,"SD",12
"37937","Female",">65","Non-Hispanic White","Democratic",1,"SD",22291
"37938","Female",">65","Non-Hispanic White","Other",1,"SD",7121
"37939","Female",">65","Non-Hispanic White","Republican",1,"SD",28499
"37940","Female",">65","Other","Democratic",1,"SD",4504
"37941","Female",">65","Other","Other",1,"SD",1336
"37942","Female",">65","Other","Republican",1,"SD",4863
"37943","Male","25-34","Black","Democratic",1,"SD",74
"37944","Male","25-34","Black","Other",1,"SD",25
"37945","Male","25-34","Black","Republican",1,"SD",8
"37946","Male","25-34","Non-Hispanic White","Democratic",1,"SD",7681
"37947","Male","25-34","Non-Hispanic White","Other",1,"SD",8660
"37948","Male","25-34","Non-Hispanic White","Republican",1,"SD",12068
"37949","Male","25-34","Other","Democratic",1,"SD",2127
"37950","Male","25-34","Other","Other",1,"SD",2306
"37951","Male","25-34","Other","Republican",1,"SD",2562
"37952","Male","35-44","Black","Democratic",1,"SD",83
"37953","Male","35-44","Black","Other",1,"SD",20
"37954","Male","35-44","Black","Republican",1,"SD",8
"37955","Male","35-44","Non-Hispanic White","Democratic",1,"SD",6896
"37956","Male","35-44","Non-Hispanic White","Other",1,"SD",7603
"37957","Male","35-44","Non-Hispanic White","Republican",1,"SD",12842
"37958","Male","35-44","Other","Democratic",1,"SD",1810
"37959","Male","35-44","Other","Other",1,"SD",1753
"37960","Male","35-44","Other","Republican",1,"SD",2411
"37961","Male","45-54","Black","Democratic",1,"SD",59
"37962","Male","45-54","Black","Other",1,"SD",18
"37963","Male","45-54","Black","Republican",1,"SD",9
"37964","Male","45-54","Non-Hispanic White","Democratic",1,"SD",7851
"37965","Male","45-54","Non-Hispanic White","Other",1,"SD",6346
"37966","Male","45-54","Non-Hispanic White","Republican",1,"SD",16294
"37967","Male","45-54","Other","Democratic",1,"SD",1831
"37968","Male","45-54","Other","Other",1,"SD",1388
"37969","Male","45-54","Other","Republican",1,"SD",2981
"37970","Male","55-64","Black","Democratic",1,"SD",58
"37971","Male","55-64","Black","Other",1,"SD",8
