"","metro_status","weight_w","vote_choice","likely_voter","sex","age","race","income","party","census_region"
"8341","Metropolitan",0.4825820844,"Republican",1,"Female","65+","Non-Hispanic White","$50k-$75k","Other","North Central"
"8342","Metropolitan",0.1546306471,"Democrat",1,"Male","18-29","Non-Hispanic White","less than $30k","Democratic","North Central"
"8343","Metropolitan",2.3124131313,"Democrat",1,"Male","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8344","Metropolitan",1.7625550675,"Democrat",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8345","Metropolitan",0.3780369514,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Other","North Central"
"8346","Metropolitan",0.508219337,"Republican",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8347","Metropolitan",0.4085575003,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8348","Metropolitan",1.1440919713,"Republican",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8349","Metropolitan",2.2312944988,"Republican",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8350","Metropolitan",1.6187719821,"Unsure/Other",1,"Male","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8351","Metropolitan",0.609889021,"Unsure/Other",0,"Female","30-49","Black","less than $30k","Other","North Central"
"8352","Metropolitan",0.3245084512,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","North Central"
"8353","Metropolitan",0.2448997961,"Democrat",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"8354","Metropolitan",1.5342134462,"Republican",1,"Female","65+","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8355","Metropolitan",0.2811183588,"Republican",1,"Male","65+","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8356","Metropolitan",0.7001273229,"Republican",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8357","Metropolitan",2.4396255022,"Republican",1,"Female","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8358","Metropolitan",7.6201779583,"Democrat",0,"Male","18-29","Other","less than $30k","Other","North Central"
"8359","Metropolitan",1.9625421724,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Other","North Central"
"8360","Metropolitan",6.411826846,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Other","North Central"
"8361","Metropolitan",1.5120853566,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8362","Metropolitan",0.5210829882,"Democrat",1,"Female","65+","Non-Hispanic White","less than $30k","Democratic","North Central"
"8363","Metropolitan",1.08210623,"Democrat",0,"Female","18-29","Non-Hispanic White","$30k-$50k","Other","North Central"
"8364","Metropolitan",4.0010479179,"Republican",1,"Male","65+","Other","less than $30k","Republican","North Central"
"8365","Metropolitan",0.5324764986,"Democrat",1,"Female","30-49","Black","less than $30k","Democratic","North Central"
"8366","Metropolitan",1.11535219,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"8367","Non-metropolitan",2.4680021517,"Republican",1,"Female","30-49","Non-Hispanic White","$150k or more","Republican","North Central"
"8368","Metropolitan",0.7136844002,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8369","Metropolitan",3.671641853,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Other","North Central"
"8370","Metropolitan",1.7804782325,"Unsure/Other",0,"Female","30-49","Other","$50k-$75k","Other","North Central"
"8371","Metropolitan",1.44097299,"Democrat",0,"Female","30-49","Black","$30k-$50k","Democratic","North Central"
"8372","Non-metropolitan",0.3949586293,"Republican",1,"Male","18-29","Other","$30k-$50k","Other","North Central"
"8373","Metropolitan",0.8469195347,"Democrat",1,"Female","18-29","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8374","Metropolitan",1.3981959829,"Democrat",0,"Female","50-64","Other","$100k-$150k","Democratic","North Central"
"8375","Metropolitan",0.1725398395,"Democrat",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Other","North Central"
"8376","Metropolitan",0.6643094572,"Democrat",1,"Male","30-49","Non-Hispanic White","$30k-$50k","Other","North Central"
"8377","Metropolitan",0.7077310323,"Democrat",1,"Female","30-49","Black","$50k-$75k","Other","North Central"
"8378","Metropolitan",1.7894632907,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8379","Metropolitan",1.0289241397,"Unsure/Other",0,"Male","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8380","Metropolitan",0.4823923545,"Unsure/Other",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"8381","Metropolitan",0.3348065986,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
"8382","Metropolitan",1.7946655985,"Unsure/Other",1,"Female","65+","Non-Hispanic White","$75k-$100k","Other","North Central"
"8383","Non-metropolitan",4.10786614,"Republican",1,"Male","30-49","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8384","Non-metropolitan",3.1464673115,"Unsure/Other",0,"Female","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8385","Non-metropolitan",0.4281539829,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","North Central"
"8386","Non-metropolitan",2.8564847412,"Democrat",0,"Male","30-49","Non-Hispanic White","$30k-$50k","Other","North Central"
"8387","Non-metropolitan",0.7995854534,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8388","Metropolitan",0.7690354204,"Republican",1,"Male","50-64","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8389","Metropolitan",0.4580430806,"Republican",1,"Male","18-29","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8390","Metropolitan",0.347403168,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Other","North Central"
"8391","Metropolitan",2.6262256171,"Unsure/Other",0,"Female","50-64","Non-Hispanic White","$100k-$150k","Other","North Central"
"8392","Metropolitan",2.1067352434,"Republican",0,"Male","30-49","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8393","Metropolitan",0.4941798519,"Democrat",1,"Male","30-49","Other","$75k-$100k","Democratic","North Central"
"8394","Metropolitan",0.374949888,"Republican",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8395","Non-metropolitan",1.5901256459,"Democrat",0,"Female","65+","Non-Hispanic White","less than $30k","Democratic","North Central"
"8396","Non-metropolitan",0.6095875962,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8397","Non-metropolitan",0.3221295649,"Republican",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8398","Non-metropolitan",0.5308364365,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Other","North Central"
"8399","Non-metropolitan",3.3264895144,"Democrat",0,"Male","30-49","Other","$75k-$100k","Other","North Central"
"8400","Non-metropolitan",0.3794976908,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Other","North Central"
"8401","Non-metropolitan",0.6201177776,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8402","Metropolitan",2.5269961411,"Unsure/Other",0,"Female","18-29","Non-Hispanic White","$30k-$50k","Other","North Central"
"8403","Non-metropolitan",0.7331762773,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8404","Non-metropolitan",1.3316766947,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8405","Metropolitan",0.1809778884,"Democrat",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8406","Metropolitan",0.7517511789,"Unsure/Other",0,"Female","30-49","Other","$50k-$75k","Other","North Central"
"8407","Metropolitan",0.3707849348,"Republican",1,"Female","50-64","Black","$30k-$50k","Democratic","North Central"
"8408","Metropolitan",0.5017300911,"Democrat",1,"Female","30-49","Other","$150k or more","Other","North Central"
"8409","Non-metropolitan",2.1490302697,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8410","Non-metropolitan",0.209340803,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8411","Metropolitan",0.7783354182,"Democrat",1,"Female","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8412","Non-metropolitan",1.0265178581,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"8413","Metropolitan",0.2083863741,"Democrat",1,"Female","65+","Non-Hispanic White","less than $30k","Democratic","North Central"
"8414","Metropolitan",0.3193481084,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Other","North Central"
"8415","Metropolitan",0.2746810459,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8416","Metropolitan",1.1236379026,"Democrat",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8417","Metropolitan",0.9835294621,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8418","Metropolitan",0.3338170392,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Other","North Central"
"8419","Non-metropolitan",0.3362678895,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8420","Metropolitan",0.22954512,"Democrat",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8421","Metropolitan",0.2989937896,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8422","Metropolitan",0.4122730255,"Republican",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8423","Metropolitan",0.5961050888,"Republican",1,"Female","65+","Non-Hispanic White","$150k or more","Republican","North Central"
"8424","Metropolitan",1.5566708351,"Unsure/Other",0,"Female","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8425","Metropolitan",0.1830640783,"Republican",1,"Male","30-49","Non-Hispanic White","less than $30k","Republican","North Central"
"8426","Metropolitan",0.3872431131,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Other","North Central"
"8427","Metropolitan",0.2679044414,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Democratic","North Central"
"8428","Metropolitan",0.2694841371,"Republican",1,"Female","50-64","Non-Hispanic White","less than $30k","Republican","North Central"
"8429","Metropolitan",1.6265459164,"Republican",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8430","Metropolitan",0.2152957998,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8431","Metropolitan",0.7449615227,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8432","Metropolitan",0.5826453888,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8433","Metropolitan",0.4958839512,"Democrat",0,"Female","30-49","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8434","Metropolitan",0.3484268314,"Republican",1,"Male","65+","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8435","Metropolitan",0.7615471861,"Republican",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8436","Metropolitan",0.373249501,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Other","North Central"
"8437","Metropolitan",0.9172279006,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8438","Metropolitan",0.7449615227,"Republican",1,"Male","65+","Non-Hispanic White","less than $30k","Republican","North Central"
"8439","Metropolitan",1.5348362215,"Republican",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8440","Metropolitan",0.2896024585,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
"8441","Metropolitan",0.3884302591,"Democrat",1,"Female","30-49","Non-Hispanic White","$150k or more","Democratic","North Central"
"8442","Metropolitan",0.7331974534,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8443","Metropolitan",0.3884302591,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8444","Metropolitan",1.988965273,"Republican",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8445","Metropolitan",0.5769345288,"Democrat",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8446","Metropolitan",1.2396465273,"Democrat",1,"Male","65+","Non-Hispanic White","$50k-$75k","Other","North Central"
"8447","Metropolitan",0.3516506959,"Democrat",1,"Male","30-49","Non-Hispanic White","$150k or more","Other","North Central"
"8448","Metropolitan",0.1835804382,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8449","Metropolitan",0.1339522208,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8450","Metropolitan",1.155616808,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","North Central"
"8451","Metropolitan",1.7932735289,"Republican",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8452","Metropolitan",0.3288417586,"Democrat",1,"Male","65+","Non-Hispanic White","$50k-$75k","Other","North Central"
"8453","Metropolitan",0.4871479354,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8454","Metropolitan",0.4587032043,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8455","Metropolitan",0.3229436998,"Republican",1,"Male","50-64","Other","$150k or more","Republican","North Central"
"8456","Metropolitan",0.3058150116,"Unsure/Other",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Other","North Central"
"8457","Metropolitan",1.8501476911,"Democrat",1,"Male","30-49","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8458","Metropolitan",0.1817137175,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"8459","Metropolitan",5.1856750643,"Unsure/Other",0,"Female","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8460","Metropolitan",2.5606924362,"Democrat",1,"Female","30-49","Black","less than $30k","Other","North Central"
"8461","Metropolitan",0.4841052621,"Republican",1,"Female","65+","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8462","Metropolitan",0.9991476765,"Unsure/Other",0,"Female","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8463","Metropolitan",1.988965273,"Republican",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8464","Metropolitan",0.4409208374,"Democrat",1,"Male","65+","Non-Hispanic White","less than $30k","Democratic","North Central"
"8465","Metropolitan",0.7556948495,"Democrat",1,"Male","30-49","Non-Hispanic White","$30k-$50k","Other","North Central"
"8466","Metropolitan",2.6499297316,"Unsure/Other",0,"Male","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"8467","Metropolitan",0.6988266799,"Democrat",1,"Female","18-29","Other","$150k or more","Democratic","North Central"
"8468","Metropolitan",0.4887983021,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Other","North Central"
"8469","Metropolitan",0.5446335643,"Unsure/Other",1,"Female","30-49","Black","$50k-$75k","Republican","North Central"
"8470","Metropolitan",0.4085575003,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","North Central"
"8471","Metropolitan",0.7016709225,"Democrat",1,"Female","50-64","Black","$50k-$75k","Democratic","North Central"
"8472","Metropolitan",0.3248086401,"Republican",1,"Female","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
"8473","Metropolitan",2.3994745993,"Democrat",1,"Female","30-49","Black","less than $30k","Other","North Central"
"8474","Metropolitan",1.9578496933,"Democrat",1,"Female","18-29","Non-Hispanic White","$150k or more","Democratic","North Central"
"8475","Metropolitan",0.5391434725,"Republican",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8476","Metropolitan",0.5666877038,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8477","Metropolitan",0.666362778,"Republican",1,"Male","30-49","Non-Hispanic White","$150k or more","Republican","North Central"
"8478","Metropolitan",1.0982400211,"Unsure/Other",0,"Male","18-29","Non-Hispanic White","$30k-$50k","Other","North Central"
"8479","Metropolitan",1.1655950921,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"8480","Metropolitan",0.6552143651,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8481","Metropolitan",1.3958534282,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8482","Metropolitan",1.8304041939,"Democrat",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8483","Metropolitan",0.4319298347,"Unsure/Other",0,"Male","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"8484","Metropolitan",0.3229436998,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Republican","North Central"
"8485","Non-metropolitan",6.6593040509,"Democrat",1,"Male","30-49","Non-Hispanic White","$30k-$50k","Other","North Central"
"8486","Metropolitan",2.326617304,"Democrat",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8487","Metropolitan",0.6446562818,"Unsure/Other",0,"Male","18-29","Non-Hispanic White","$30k-$50k","Other","North Central"
"8488","Metropolitan",0.383123722,"Republican",1,"Male","65+","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8489","Metropolitan",1.0131021379,"Republican",1,"Male","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8490","Metropolitan",1.892322912,"Democrat",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8491","Metropolitan",0.407765022,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8492","Metropolitan",3.2317041314,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8493","Metropolitan",0.5654218269,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Other","North Central"
"8494","Metropolitan",0.4772353098,"Democrat",1,"Male","65+","Non-Hispanic White","less than $30k","Democratic","North Central"
"8495","Metropolitan",0.3617592891,"Unsure/Other",1,"Male","50-64","Other","less than $30k","Democratic","North Central"
"8496","Metropolitan",0.1448012294,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8497","Metropolitan",0.7298335718,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8498","Non-metropolitan",1.0596337739,"Republican",1,"Male","50-64","Non-Hispanic White","less than $30k","Republican","North Central"
"8499","Non-metropolitan",0.1942219368,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8500","Non-metropolitan",4.5642083077,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8501","Metropolitan",0.2735161322,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8502","Non-metropolitan",2.2157211686,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8503","Non-metropolitan",1.882431154,"Unsure/Other",1,"Female","65+","Non-Hispanic White","less than $30k","Other","North Central"
"8504","Metropolitan",0.3780369514,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Other","North Central"
"8505","Metropolitan",0.3114188824,"Democrat",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8506","Metropolitan",0.4202823822,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8507","Metropolitan",0.1936215567,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Other","North Central"
"8508","Metropolitan",0.4489787398,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8509","Metropolitan",0.4704081483,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8510","Metropolitan",2.2431280063,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8511","Metropolitan",0.5699487112,"Republican",1,"Female","65+","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8512","Metropolitan",0.1972293632,"Democrat",1,"Female","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8513","Metropolitan",1.5120853566,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8514","Metropolitan",2.7498893967,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8515","Metropolitan",0.4305560073,"Democrat",1,"Female","30-49","Other","$50k-$75k","Democratic","North Central"
"8516","Metropolitan",1.098079306,"Unsure/Other",0,"Female","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8517","Metropolitan",0.1854410978,"Democrat",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8518","Metropolitan",0.4449213391,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8519","Metropolitan",1.6781372636,"Republican",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","North Central"
"8520","Metropolitan",0.5666877038,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8521","Metropolitan",1.2372476994,"Republican",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8522","Metropolitan",0.4410195421,"Unsure/Other",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"8523","Metropolitan",0.4381642005,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Other","North Central"
"8524","Non-metropolitan",0.3656203398,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8525","Non-metropolitan",0.8061578844,"Republican",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8526","Metropolitan",0.2746810459,"Democrat",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8527","Non-metropolitan",0.4715804924,"Democrat",1,"Male","50-64","Other","$30k-$50k","Democratic","North Central"
"8528","Metropolitan",0.2458833062,"Democrat",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8529","Metropolitan",0.4497827774,"Democrat",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8530","Metropolitan",0.6920038448,"Unsure/Other",0,"Female","18-29","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8531","Non-metropolitan",1.141032856,"Republican",1,"Female","50-64","Non-Hispanic White","less than $30k","Democratic","North Central"
"8532","Metropolitan",1.3283280641,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8533","Metropolitan",0.2674590244,"Democrat",1,"Male","65+","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8534","Non-metropolitan",0.4007621988,"Democrat",0,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8535","Metropolitan",1.0542679729,"Republican",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8536","Metropolitan",1.3340112891,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"8537","Metropolitan",0.820548396,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"8538","Metropolitan",0.2101411913,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","North Central"
"8539","Non-metropolitan",0.3957747661,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Other","North Central"
"8540","Non-metropolitan",1.8519371185,"Democrat",1,"Male","30-49","Non-Hispanic White","less than $30k","Other","North Central"
"8541","Metropolitan",1.2248859966,"Republican",1,"Female","65+","Non-Hispanic White","less than $30k","Republican","North Central"
"8542","Metropolitan",0.1883651316,"Republican",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8543","Metropolitan",0.8469195347,"Democrat",1,"Female","18-29","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8544","Metropolitan",0.3994819682,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Other","North Central"
"8545","Metropolitan",0.4897423889,"Republican",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8546","Metropolitan",0.3452287503,"Democrat",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8547","Metropolitan",1.8588612497,"Republican",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Republican","North Central"
"8548","Metropolitan",1.2194248184,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"8549","Non-metropolitan",0.3290694576,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8550","Metropolitan",0.5168206258,"Republican",1,"Female","50-64","Non-Hispanic White","less than $30k","Republican","North Central"
"8551","Metropolitan",0.666362778,"Unsure/Other",1,"Male","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8552","Metropolitan",0.3075826802,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Democratic","North Central"
"8553","Metropolitan",0.411152651,"Democrat",1,"Female","30-49","Non-Hispanic White","$150k or more","Democratic","North Central"
"8554","Metropolitan",0.3221304215,"Republican",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Republican","North Central"
"8555","Metropolitan",0.2555088347,"Democrat",1,"Male","50-64","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"8556","Non-metropolitan",0.3957747661,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Other","North Central"
"8557","Non-metropolitan",1.5727425237,"Republican",1,"Female","18-29","Non-Hispanic White","less than $30k","Republican","North Central"
"8558","Non-metropolitan",0.5391929956,"Republican",1,"Male","65+","Other","less than $30k","Other","North Central"
"8559","Non-metropolitan",0.3650919661,"Democrat",1,"Female","50-64","Non-Hispanic White","$150k or more","Other","North Central"
"8560","Non-metropolitan",0.3500383529,"Republican",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8561","Non-metropolitan",0.617094728,"Democrat",1,"Female","30-49","Non-Hispanic White","$150k or more","Other","North Central"
"8562","Non-metropolitan",0.3159563651,"Democrat",1,"Female","50-64","Other","$75k-$100k","Democratic","North Central"
"8563","Non-metropolitan",0.4645876511,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Other","North Central"
"8564","Non-metropolitan",1.1342122525,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","less than $30k","Other","North Central"
"8565","Non-metropolitan",0.2992169982,"Unsure/Other",1,"Male","65+","Non-Hispanic White","$30k-$50k","Other","North Central"
"8566","Non-metropolitan",1.0410460845,"Republican",0,"Male","30-49","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8567","Non-metropolitan",0.2542291424,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Other","North Central"
"8568","Non-metropolitan",2.3766217869,"Republican",1,"Male","18-29","Non-Hispanic White","$50k-$75k","Republican","North Central"
"8569","Non-metropolitan",5.1735670265,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","less than $30k","Other","North Central"
"8570","Non-metropolitan",0.3744378983,"Unsure/Other",1,"Female","50-64","Non-Hispanic White","$30k-$50k","Other","North Central"
"8571","Non-metropolitan",0.7910362285,"Republican",1,"Male","50-64","Non-Hispanic White","$75k-$100k","Republican","North Central"
"8572","Non-metropolitan",0.3334635273,"Democrat",1,"Female","50-64","Non-Hispanic White","$75k-$100k","Democratic","North Central"
